source_name,source_link,event_date,event_title,event_description,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,latitude,longitude,country_name,admin_division_name,gazetteer_closest_point,submitted_date
mrnewsbreaker,http://www.mrnewsbreaker.com/monsoon-rain-in-gilgit-baltistan-causes-landslides-kkh-closure-and-casualies/,2010-07-29 00:00:00,Ghizer,"Landslides in Ghizer, Hunza-Nagar, Astore and Baltistan blocked roads linking the districts with the rest of the country. At least 15 people lost their lives when flash floods triggered by heavy rain battered Gilgit-Baltistan and Azad Kashmir on Thursday. Houses and bridges were damaged, farmland inundated, landslides blocked several roads and rivers continued to swell to alarming proportions. ",Ghizer,unknown,landslide,downpour,medium,unknown,0.0,,35.7972,73.3185,Pakistan,Northern Areas,Sazin,2014-09-11 17:45:20
zeenews.india.com,http://zeenews.india.com/news/himachal-pradesh/five-of-family-buried-in-himachal-landslide_855569.html,2013-06-17 00:00:00,"Chagoan Village Near Tapri, 220 Km From The State Capital Shimla, Kinnaur District, Himachal Pradesh","Five members of a family, including three children, were buried early Monday when boulders fell on their house in Himachal Pradesh's Kinnaur district, police said. The entire Kinnaur district has been experiencing heavy rain for the past two days. Shiva said four people died in various landslide incidents in the district since Sunday.","Chagoan Village Near Tapri, 220 Km From The State Capital Shimla, Kinnaur District, Himachal Pradesh",50km,landslide,downpour,medium,unknown,5.0,,31.6223,78.0193,India,Himachal Pradesh,Oling,2014-04-01 00:00:00
News 18 India,https://www.news18.com/news/india/jammu-srinagar-national-highway-closed-due-to-landslide-in-ramban-2435175.html,2018-12-18 16:10:33,Landslide on Jammu-Srinagar National Highway in Ramban,Falling rocks blocked the roadway on the Jammu-Srinagar National Highway in Ramban District in Jammu. There has been prvious rock falls in the area at around the same time and warnings had been sent out for commuters to be aware. The rocks were coming from the mountains that surround the area. The highway was closed to clear the debris.,Jammu-Srinagar National Highway in Ramban District,1km,rock_fall,snowfall_snowmelt,medium,above_road,,,33.24019317,75.23888988999998,India,Jammu and Kashmir,Chaunkri,2020-05-01 15:10:34
ekantipur,http://www.ekantipur.com/news/news-detail.php?news_id=300539,2009-09-20 00:00:00,Pala VDC-8 of Baglung district ,"Two women were buried to death in a mudslide at Pala VDC-8 of Baglung district on Sunday. Jamuna Karki, 20, and Kamala Kisan died as the mudslide buried them while they were digging red clay to daub houses in preparation for Dashain. Two other women were injured in the mudslide.",Pala VDC-8 of Baglung district ,5km,mudslide,downpour,medium,unknown,2.0,,28.28,83.54999999999998,Nepal,Dhawalagiri,Bega,2014-04-01 00:00:00
tribune.com,http://tribune.com.pk/story/352552/4-killed-3-injured-in-ghizer-valley-landslide/,2012-03-20 08:00:00,"Ghizer Valley’s Qurqulti village, Gilgit-Baltistan ","GHIZER, GILGIT: Four members of the same family were killed and three others sustained wounds after landslides triggered by heavy showers struck a village in a remote village of Gilgit-Baltistan early Tuesday, officials said. A Pakistan Red Crescent Society official, Safdar Ali told The Express Tribune that the deceased, two of them women, lived in Ghizer Valley’s Qurqulti village which is about 150 kilometers from Gilgit. “The incident occurred sometime during dawn,” he said, adding that local volunteers started the rescue work and pulled out some bodies from the rubble. According to Shafiq, a resident of Yaseen valley, more than 10 houses were hit by the landslide. For its vulnerable location, the government had forewarned the villagers to move to a safer place if rains started lashing the valley, he said.","Ghizer Valley’s Qurqulti village, Gilgit-Baltistan ",unknown,landslide,downpour,medium,unknown,9.0,,36.1512,73.7448,Pakistan,Northern Areas,Bubur,2014-04-01 00:00:00
ndtv,http://www.ndtv.com/article/others/around-400-tourists-stranded-in-ladakh-landslide-240703,2012-07-07 00:00:00,"Ladakh, Leh","Scores of tourists in around 200 vehicles were on Saturday stranded in Ladakh when a landslide struck an area at Durbuk, about 200 km from Leh, officials said on Saturday night. ","Ladakh, Leh",10km,landslide,downpour,medium,unknown,,,34.0123,77.9988,India,Jammu and Kashmir,Tangtse,2014-04-01 00:00:00
sindhtoday,http://www.sindhtoday.net/south-asia/10242.htm,2008-08-08 00:00:00,"Barog, Shimla; Chandigarh-Shimla national highway","Heavy rains triggered landslides in Barog area, where four houses collapsed","Barog, Shimla; Chandigarh-Shimla national highway",25km,landslide,rain,medium,unknown,,,31.13,77.09,India,Himachal Pradesh,Simla,2014-04-01 00:00:00
Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-06-29/landslides-block-roads-in-rasuwa.html,2016-06-28 00:00:00,"Rasuwagadhi customs, Timure, Rasuwa district, Nepal",Multiple landslides triggered by heavy rains have blocked Kalikasthan-Rasuwagadhi road section in Rasuwa district.  Vehicular movement through Rasuwagadhi customs came to a halt on Tuesday after two massive landslides blocked the two-kilometre Timure-Rasuwagadhi stretch. Twenty-five containers parked near the customs office were also damaged in the landslides. The containers were preparing to leave for Kerung in China to ferry goods.  Nearly two dozen containers loaded with goods have been stranded near Nepal-China border because of landslides.    http://bit.ly/293dypf,"Rasuwagadhi customs, Timure, Rasuwa district, Nepal",1km,landslide,downpour,medium,above_road,0.0,0.0,28.2465,85.3644,Nepal,Bagmati,Syaburbensi,2016-06-30 14:30:52
www.greaterkashmir.com,http://www.greaterkashmir.com/news/2013/Jun/12/pre-monsoon-showers-bring-joy-for-jammu-residents-69.asp,2013-06-11 23:00:00,"Srinagar-Jammu Highway, Ramban District","While pre-monsoon showers brought much needed respite for the people in many parts of Jammu region, Srinagar-Jammu Highway remained closed for around four hours due to landslides at various places in Ramban district. According to MeT officials, pre-monsoon showers which start in mid June in JK are quite beneficial for the people. The rain started in Jammu around this afternoon and continued, intermittently, till evening. Streets turned empty and more people were seen standing on their terraces to enjoy the showers. The winter capital of the state recorded a maximum temperature at 40.5 degree Celsius and minimum temperature at 33.6 degree Celsius.","Srinagar-Jammu Highway, Ramban District",unknown,landslide,rain,small,unknown,0.0,,31.4881,76.67019999999998,India,Himachal Pradesh,Bilaspur,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Rains+wreak+havoc%3B+4+of+family+killed++&NewsID=347793,2012-09-17 23:00:00,"Chandi Bhanjyang, Syangja",Incessant rainfall hit the normal life hard across the country today as well.  Four persons were buried to death after a house belonging to Om Prakash Subedi caved in due to landslip at Dharigaun of Chandibhanjyang VDC in Syangja.,"Chandi Bhanjyang, Syangja",10km,landslide,downpour,medium,unknown,4.0,,28.023,83.8049,Nepal,Gandaki,Bahakot,2014-04-01 00:00:00
kuenselonline,http://www.kuenselonline.com/modules.php?name=News&file=article&sid=11090,2008-08-29 00:00:00,"Dangapong, Shingkhar gewog in Zhemgang","washed away multiple rice paddies, 4 1/2 acres","Dangapong, Shingkhar gewog in Zhemgang",50km,mudslide,rain,medium,unknown,,,27.05,90.8,Bhutan,Zhemgang,Gonphu,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Floods%26sbquo%3B+landslides+kill+10++in+western+hills&NewsID=293931,2011-07-01 00:00:00,Bandipur,"DAMAULI: Rain-triggered floods and landslides have killed at least 10 persons in western hill districts of Tanahun, Palpa and Arghakhanchi in the last two days.   In Palpa, Sunita BK (25) and Sirjana BK (20) of Palung Mainadi-6 died today after a landslide swept away the farmhouse they were sleeping in.   In a separate incident today, a landslide at Sisuwakhola of Masyam-5, Palpa killed Dharma Raj Bhandari (28) of Madhouliya, Rupandehi.   Two women were killed by landslides in Hansapur-1 and Hansapur-6 of Arghakhanchi. Identifications of the women were yet to be ascertained, said the police.   In Tanahun, Gomaya Thapa and her 14-day-old baby died when her house caved in following incessant rain in Palyang of Rishing Ranipokhari-7 yesterday. In another incident the same day, Hari Kumar Shrestha (44) and Gita Shrestha (14) died while they were crossing a river in Rishing Ranipokhari. Dipendra Shrestha (16) has also been missing in the river since yesterday.   The same day, Phaldikhola sw",Bandipur,5km,landslide,rain,medium,unknown,1.0,,27.9333,84.4167,Nepal,Gandaki,Chepe Ghat,2014-04-01 00:00:00
Kantipuronline.com,http://www.kantipuronline.com/kolnews.php?nid=121684,2007-09-07 00:00:00,Naubise-Simbhanjyang stretch of the Tribhuwan Highway,"along Tribhuwan Highway, blocked traffic going to and from capital",Naubise-Simbhanjyang stretch of the Tribhuwan Highway,50km,landslide,rain,medium,unknown,9.0,,27.5964,85.1114,Nepal,Narayani,Kisipidi,2014-04-01 00:00:00
The Rising Nepal,http://therisingnepal.org.np/news/4521,2015-06-30 00:00:00,Thade Rivulet at Simkharka of Maijhuwa-4,"Over 2,600 households in Ilam Municipality were facing drinking water shortage after a landslide triggered by a flash flood...The drinking water division chief at the Municipality Dinesh Kafle informed that the water supply was halted as the supply pipes in several places were buried and dislocated by the landslide.",Thade Rivulet at Simkharka of Maijhuwa-4,10km,landslide,flooding,medium,unknown,0.0,0.0,26.9071,87.9217,Nepal,Mechi,Budbani,2015-07-06 15:32:20
imagekhabar,https://www.imagekhabar.com/news/4691/,2018-09-13 01:29:00,"Marsyangdi Rural Municipality-3, Lamjung Landslide","2 people died during medical treatment after being buried in a landslide at Khundi Pallotari in Marsyangdi Rural Municipality-3, Lamjung.","Marsyangdi Rural Municipality-3, Lamjung, Nepal",5km,landslide,unknown,large,natural_slope,2.0,,28.29658406,84.38187225999998,Nepal,Gandaki,Ma-hsun-ti Ho,2020-09-21 01:29:00
Kathmandu Post,http://kathmandupost.ekantipur.com/news/2016-06-29/landslides-block-roads-in-rasuwa.html,2016-06-28 00:00:00,"Mulkharka,Kalikasthan-Rasuwagadhi road, Rasuwa district , Nepal","Multiple landslides triggered by heavy rains have blocked Kalikasthan-Rasuwagadhi road section in Rasuwa district. Meanwhile, mudslides have blocked the road at Ramche, Gaun and Mulkharka areas in the district. Police said continuous mudslides have hindered their efforts to resume traffic.","Mulkharka,Kalikasthan-Rasuwagadhi road, Rasuwa district , Nepal",5km,mudslide,downpour,small,above_road,0.0,0.0,27.758,85.4197,Nepal,Bagmati,Tribhuvan International,2016-06-30 14:36:41
Ekantipur,http://kathmandupost.ekantipur.com/news/2016-08-10/monsoon-continues-to-wreak-havoc.html,2016-08-09 00:00:00,Landslide at Linkhim,Landslide was caused by the swollen Tawa stream. An eigth grader was swept down the stream and the body was soon recovered.,"Linkhim, Taplejung, Nepal",5km,landslide,continuous_rain,small,natural_slope,0.0,0.0,27.4503,87.73999999999998,Nepal,Mechi,Libang,2017-06-29 13:37:43
thehindu,http://www.thehindu.com/news/states/other-states/article797102.ece,2010-09-25 00:00:00,"Dharam-Tharad area(?), Ramban district","As many as 44 structures were on Sunday damaged in a landslide in Ramban district of Jammu and Kashmir today, officials said.  Heavy rains in the Dharam-Tharad area caused the landslide which destroyed 42 houses, a mosque and a government school, they said.  Confirming the incident, Divisional Commissioner Jammu Province, Pawan Kotwal told PTI that, “Several houses and structures have been damaged and developed cracks.” ","Dharam-Tharad area(?), Ramban district",25km,landslide,downpour,medium,unknown,0.0,,33.241,75.2382,India,Jammu and Kashmir,Chaunkri,2014-04-01 00:00:00
my Republica,http://www.myrepublica.com/portal/index.php?action=news_details&news_id=80662,2014-08-08 23:00:00,Rangrung Hydropower Project at Barpak VDC,Landslide that triggered following the incessant rainfall has buried a power house of the Rangrung Hydropower Project at Barpak VDC in Gorkha district Friday night.,Rangrung Hydropower Project at Barpak VDC,5km,landslide,continuous_rain,medium,unknown,0.0,0.0,28.2045,84.73869999999998,Nepal,Gandaki,Ku-la-ko,2014-12-11 18:25:14
India Today,http://indiatoday.intoday.in/story/srinagar-muzaffarabad-road-laghama-landslide-uri-sector-pok-border-roads-organisation-bro/1/351155.html#http://indiatoday.intoday.in/story/srinagar-muzaffarabad-road-laghama-landslide-uri-sector-pok-border-roads,2014-03-11 00:00:00,Azad Jammu and Kashmir,"A massive landslide hit the road near Laghama in Uri, 101 kms from Srinagar, blocking traffic, a police spokesman said.   ",Azad Jammu and Kashmir,25km,landslide,continuous_rain,large,above_road,0.0,0.0,34.0823,74.05599999999998,India,Jammu and Kashmir,Uri,2014-08-24 00:00:00
zeenews.india.com,http://zeenews.india.com/news/nation/heavy-rains-trigger-landslides-sweep-away-road_870382.html,2013-08-19 23:00:00,"Nalupani Area Of Uttarkashi District, Uttarakhand","Heavy overnight rains lashed a number of places in Uttarakhand, triggering fresh landslides in Uttarkashi district where stretch of a road connecting a remote area was swept away by swollen Tehri lake.","Nalupani Area Of Uttarkashi District, Uttarakhand",unknown,debris_flow,downpour,medium,unknown,,,30.6293,78.33029999999998,India,Uttaranchal,Chham,2014-04-01 00:00:00
thehimalayantimes,http://www.thehimalayantimes.com/fullNews.php?headline=Blocked+roads+lead+to+food+crunch+in+east&NewsID=294176,2011-07-03 00:00:00,"Shut down Ghurmi-Okhaldunga, Okhaldhunga-Rumjatar, Okhaldunga-Solu in Okhaldhunga","DIKTEL: With vehicular movement obstructed for the past one week due to incessant rains and resulting landslides, eastern hilly districts of Khotang, Bhojpur, Okhaldhunga, Solukhumbu and Udayapur are facing a shortage of foodstuff. Ganesh Shahi, vice-chairman of the Transport Entrepreneurs’ Union Khotang, told this daily that landslips have brough traffic to a halt in Khotang, resulting in losses worth millions.  In Khotang, the monsoon havoc has shut Jayaram-Diktel, Diktel-Lamidanda, Hurlung Jalapa and Diktel-Bhojpur road sections for the past one week. No different is the situation of Bhojpur-Chyandanda, Bhojpur-Leguwa, Satighat-Dingla road sections in Bhojpur, Ghurmi-Okhaldhunga, Okhaldhunga-Rumjatar, Okhaldhunga-Solu in Okhaldhunga and Gaighat-Sanue road sections in Udayapur.  With the roads rendered inoperable, hundreds of passengers have been stranded. Bidur Luitel, chairman of the Transport Entrepreneurs’ Union Khotang, said hundreds of vechicles have been stuck on the roads due","Shut down Ghurmi-Okhaldunga, Okhaldhunga-Rumjatar, Okhaldunga-Solu in Okhaldhunga",5km,landslide,continuous_rain,medium,unknown,0.0,,27.3167,86.5,Nepal,Sagarmatha,Okhaldhunga,2014-04-01 00:00:00
